Id_cliente,Cliente,Razao_social,Situacao,Criado_em,Atualizado_em,Tipo_de_contrato,Contrato,FMH_Help_Desk,FM_On_Site_SSP,FM_Help_Desk,FM_LABIN,FM_Telefonia,FM_On_Site_Ti,FMH_On_site_Ti,FMH_On_site_SSP,Grupo_cliente,Setor,CEP,Cidade,Estado
503921,da Cruz,DA CRUZ LTDA,Inativo,2024-11-20 07:54:01.000000,2026-03-19 19:30:01.722018,Horas,Rescindido,80.0,10,10,0,50,5,40.0,20.0,Tecnologia,Servicos,69900-000,RIO BRANCO,AC
474756,da Rosa Macedo e Filhos,DA ROSA MACEDO E FILHOS LTDA,Ativo,2023-08-19 03:34:33.000000,2026-03-19 19:30:01.722035,Chamado,Rescindido,10.0,0,20,20,10,0,80.0,0.0,Tecnologia,Servicos,63010-000,JUAZEIRO DO NORTE,CE
480012,Pastor,PASTOR LTDA,Inativo,2025-05-27 20:54:05.000000,2026-03-19 19:30:01.722053,Eqpto/Colab,Sim,0.0,10,10,5,50,5,0.0,80.0,Vendas Diretas,Varejo,29010-000,VITORIA,ES
304232,Garcia,GARCIA LTDA,Ativo,2023-04-21 07:45:43.000000,2026-03-19 19:30:01.722071,Horas,Não,20.0,50,5,50,5,10,10.0,20.0,Tecnologia,Servicos,58400-000,CAMPINA GRANDE,PB
856144,Santos,SANTOS LTDA,Ativo,2024-10-03 18:13:27.000000,2026-03-19 19:30:01.722088,Chamado,Não,10.0,50,10,50,5,10,40.0,10.0,Manufatura Sul,Industria,29010-000,VITORIA,ES
112220,Silveira - EI,SILVEIRA - EI LTDA,Ativo,2023-05-18 23:11:24.000000,2026-03-19 19:30:01.722106,Horas,Não,0.0,10,50,10,0,50,40.0,80.0,Tecnologia,Servicos,77001-000,PALMAS,TO
289205,Cirino,CIRINO LTDA,Ativo,2024-01-01 19:50:10.000000,2026-03-19 19:30:01.722127,Chamado,Não,40.0,10,5,50,50,10,0.0,10.0,Tecnologia,Servicos,80010-000,CURITIBA,PR
318853,Gomes e Filhos,GOMES E FILHOS LTDA,Inativo,2023-11-14 14:30:53.000000,2026-03-19 19:30:01.722145,Horas,Sim,80.0,0,0,50,50,0,10.0,40.0,Vendas Diretas,Varejo,58010-000,JOAO PESSOA,PB
769940,da Costa - ME,DA COSTA - ME LTDA,Inativo,2025-01-23 13:35:50.000000,2026-03-19 19:30:01.722162,Horas,Não,20.0,20,20,10,20,50,40.0,10.0,Escritorios Associados,Contabil,40010-000,SALVADOR,BA
120970,Leao,LEAO LTDA,Ativo,2024-06-05 02:27:42.000000,2026-03-19 19:30:01.722184,Chamado,Não,40.0,20,10,0,10,10,80.0,0.0,Escritorios Associados,Contabil,49010-000,ARACAJU,SE
614243,Castro,CASTRO LTDA,Ativo,2024-04-13 02:46:25.000000,2026-03-19 19:30:01.722202,Chamado,Não,10.0,50,5,50,0,10,10.0,40.0,Tecnologia,Servicos,65010-000,SAO LUIS,MA
811872,da Rosa Sales - ME,DA ROSA SALES - ME LTDA,Ativo,2025-10-01 20:26:46.000000,2026-03-19 19:30:01.722220,Chamado,Rescindido,0.0,20,5,20,0,5,40.0,20.0,Manufatura Sul,Industria,66010-000,BELEM,PA
262480,Fonseca,FONSECA LTDA,Ativo,2023-07-26 08:53:30.000000,2026-03-19 19:30:01.722238,Horas,Rescindido,0.0,10,5,10,20,50,80.0,20.0,Tecnologia,Servicos,65010-000,SAO LUIS,MA
246911,Nogueira Novaes S/A,NOGUEIRA NOVAES S/A LTDA,Ativo,2023-12-03 05:34:50.000000,2026-03-19 19:30:01.722256,Eqpto/Colab,Não,80.0,5,20,5,20,5,20.0,10.0,Manufatura Sul,Industria,89201-000,JOINVILLE,SC
605223,Mendes e Filhos,MENDES E FILHOS LTDA,Ativo,2024-09-01 20:29:43.000000,2026-03-19 19:30:01.722275,Horas,Não,10.0,50,50,5,5,0,80.0,40.0,Escritorios Associados,Contabil,78005-000,CUIABA,MT
863982,Santos Silva - EI,SANTOS SILVA - EI LTDA,Inativo,2026-01-01 21:25:55.000000,2026-03-19 19:30:01.722292,Horas,Não,0.0,0,0,50,20,20,40.0,0.0,Manufatura Sul,Industria,63010-000,JUAZEIRO DO NORTE,CE
171065,Sales,SALES LTDA,Inativo,2025-07-22 00:35:38.000000,2026-03-19 19:30:01.722312,Eqpto/Colab,Rescindido,0.0,50,50,50,5,0,40.0,80.0,Manufatura Sul,Industria,88010-000,FLORIANOPOLIS,SC
655053,da Paz,DA PAZ LTDA,Inativo,2023-10-22 13:40:45.000000,2026-03-19 19:30:01.722330,Eqpto/Colab,Rescindido,0.0,20,10,0,5,20,0.0,0.0,Manufatura Sul,Industria,44001-000,FEIRA DE SANTANA,BA
637379,Caldeira,CALDEIRA LTDA,Inativo,2024-01-12 03:16:59.000000,2026-03-19 19:30:01.722348,Horas,Sim,80.0,20,0,10,50,50,80.0,40.0,Vendas Diretas,Varejo,40010-000,SALVADOR,BA
846359,Teixeira,TEIXEIRA LTDA,Ativo,2025-07-12 23:45:19.000000,2026-03-19 19:30:01.722366,Chamado,Não,80.0,0,50,10,50,5,20.0,0.0,Tecnologia,Servicos,89201-000,JOINVILLE,SC
404398,Ribeiro Cavalcanti Ltda.,RIBEIRO CAVALCANTI LTDA. LTDA,Ativo,2024-06-17 09:30:43.000000,2026-03-19 19:30:01.722383,Horas,Sim,40.0,50,50,50,10,50,80.0,0.0,Tecnologia,Servicos,20010-000,RIO DE JANEIRO,RJ
567788,Rodrigues Vasconcelos Ltda.,RODRIGUES VASCONCELOS LTDA. LTDA,Inativo,2024-10-15 07:39:15.000000,2026-03-19 19:30:01.722401,Eqpto/Colab,Sim,0.0,50,0,20,50,20,10.0,20.0,Escritorios Associados,Contabil,69005-000,MANAUS,AM
144056,Montenegro,MONTENEGRO LTDA,Ativo,2023-05-10 13:28:43.000000,2026-03-19 19:30:01.722420,Eqpto/Colab,Não,80.0,5,50,5,10,5,10.0,10.0,Vendas Diretas,Varejo,89201-000,JOINVILLE,SC
244260,Gomes,GOMES LTDA,Inativo,2026-02-11 17:15:42.000000,2026-03-19 19:30:01.722437,Eqpto/Colab,Não,10.0,20,20,0,20,10,10.0,80.0,Tecnologia,Servicos,80010-000,CURITIBA,PR
379419,Castro S.A.,CASTRO S.A. LTDA,Ativo,2024-09-13 21:58:49.000000,2026-03-19 19:30:01.722455,Horas,Sim,20.0,20,10,10,20,50,10.0,0.0,Escritorios Associados,Contabil,62010-000,SOBRAL,CE
824463,Pinto S.A.,PINTO S.A. LTDA,Ativo,2026-02-04 15:13:16.000000,2026-03-19 19:30:01.722472,Horas,Sim,10.0,50,5,10,20,0,80.0,20.0,Vendas Diretas,Varejo,24020-000,NITEROI,RJ
655906,Novais Ltda.,NOVAIS LTDA. LTDA,Inativo,2024-02-24 09:44:19.000000,2026-03-19 19:30:01.722492,Chamado,Sim,40.0,20,20,10,10,5,40.0,0.0,Manufatura Sul,Industria,49010-000,ARACAJU,SE
325251,Rocha e Filhos,ROCHA E FILHOS LTDA,Ativo,2024-06-01 12:35:25.000000,2026-03-19 19:30:01.722510,Horas,Não,40.0,0,10,20,50,20,0.0,40.0,Tecnologia,Servicos,87013-000,MARINGA,PR
213550,Brito - EI,BRITO - EI LTDA,Inativo,2025-11-28 19:55:16.000000,2026-03-19 19:30:01.722527,Eqpto/Colab,Sim,20.0,0,0,20,5,5,20.0,10.0,Vendas Diretas,Varejo,86010-000,LONDRINA,PR
207595,Vargas Camara - EI,VARGAS CAMARA - EI LTDA,Inativo,2024-04-17 20:51:30.000000,2026-03-19 19:30:01.722545,Eqpto/Colab,Não,10.0,50,10,0,10,0,0.0,10.0,Manufatura Sul,Industria,64000-000,TERESINA,PI
318574,Novais,NOVAIS LTDA,Inativo,2023-03-31 01:45:05.000000,2026-03-19 19:30:01.722562,Eqpto/Colab,Não,40.0,20,20,10,50,50,20.0,40.0,Manufatura Sul,Industria,12209-000,SAO JOSE DOS CAMPOS,SP
776287,Rezende Barros S.A.,REZENDE BARROS S.A. LTDA,Ativo,2023-06-27 00:56:00.000000,2026-03-19 19:30:01.722580,Eqpto/Colab,Sim,0.0,0,20,20,10,50,0.0,0.0,Escritorios Associados,Contabil,50010-000,RECIFE,PE
116653,Nunes S.A.,NUNES S.A. LTDA,Inativo,2023-12-20 20:34:26.000000,2026-03-19 19:30:01.722599,Chamado,Sim,10.0,0,0,20,50,5,0.0,10.0,Vendas Diretas,Varejo,39400-000,MONTES CLAROS,MG
191663,Rodrigues Casa Grande - ME,RODRIGUES CASA GRANDE - ME LTDA,Ativo,2023-08-20 13:49:47.000000,2026-03-19 19:30:01.722617,Eqpto/Colab,Não,40.0,5,5,5,0,50,20.0,80.0,Escritorios Associados,Contabil,30110-000,BELO HORIZONTE,MG
431339,Pacheco - EI,PACHECO - EI LTDA,Ativo,2024-05-02 21:10:34.000000,2026-03-19 19:30:01.722635,Chamado,Rescindido,0.0,0,10,50,10,50,20.0,40.0,Vendas Diretas,Varejo,64000-000,TERESINA,PI
811638,Pacheco Sales - ME,PACHECO SALES - ME LTDA,Inativo,2024-08-30 02:49:16.000000,2026-03-19 19:30:01.722652,Horas,Rescindido,80.0,10,0,20,50,5,40.0,10.0,Escritorios Associados,Contabil,99010-000,PASSO FUNDO,RS
750927,Guerra,GUERRA LTDA,Inativo,2025-07-06 23:12:44.000000,2026-03-19 19:30:01.722674,Horas,Rescindido,40.0,0,10,50,0,50,40.0,0.0,Vendas Diretas,Varejo,55002-000,CARUARU,PE
280253,Nogueira,NOGUEIRA LTDA,Inativo,2025-06-23 11:28:19.000000,2026-03-19 19:30:01.722692,Chamado,Rescindido,80.0,5,0,50,10,50,0.0,10.0,Escritorios Associados,Contabil,38400-000,UBERLANDIA,MG
800427,das Neves,DAS NEVES LTDA,Ativo,2026-02-08 21:16:08.000000,2026-03-19 19:30:01.722710,Chamado,Sim,20.0,10,5,50,5,50,20.0,80.0,Escritorios Associados,Contabil,39400-000,MONTES CLAROS,MG
566936,Nunes,NUNES LTDA,Inativo,2025-11-09 09:59:29.000000,2026-03-19 19:30:01.722729,Horas,Rescindido,10.0,20,10,5,50,0,0.0,0.0,Escritorios Associados,Contabil,74003-010,GOIANIA,GO
493250,Novaes,NOVAES LTDA,Ativo,2023-09-10 02:27:06.000000,2026-03-19 19:30:01.722746,Horas,Rescindido,80.0,20,50,20,5,0,0.0,10.0,Tecnologia,Servicos,57010-000,MACEIO,AL
222484,Rodrigues,RODRIGUES LTDA,Inativo,2024-08-22 16:51:30.000000,2026-03-19 19:30:01.722764,Chamado,Rescindido,20.0,10,5,0,10,0,20.0,80.0,Tecnologia,Servicos,55002-000,CARUARU,PE
248323,Fonseca S.A.,FONSECA S.A. LTDA,Ativo,2024-06-16 12:44:16.000000,2026-03-19 19:30:01.722781,Horas,Rescindido,20.0,5,10,50,0,5,40.0,10.0,Escritorios Associados,Contabil,44001-000,FEIRA DE SANTANA,BA
247569,Cardoso Nascimento - ME,CARDOSO NASCIMENTO - ME LTDA,Inativo,2024-03-29 15:02:08.000000,2026-03-19 19:30:01.722798,Eqpto/Colab,Não,10.0,50,0,50,10,10,10.0,80.0,Tecnologia,Servicos,15010-000,SAO JOSE DO RIO PRETO,SP
585516,Andrade e Filhos,ANDRADE E FILHOS LTDA,Ativo,2025-08-23 03:39:54.000000,2026-03-19 19:30:01.722815,Horas,Rescindido,10.0,50,10,20,0,50,20.0,80.0,Escritorios Associados,Contabil,24020-000,NITEROI,RJ
136440,das Neves,DAS NEVES LTDA,Ativo,2025-12-03 21:11:39.000000,2026-03-19 19:30:01.722833,Eqpto/Colab,Sim,80.0,20,0,5,0,0,10.0,10.0,Manufatura Sul,Industria,49010-000,ARACAJU,SE
177745,Carvalho,CARVALHO LTDA,Inativo,2023-05-01 05:31:40.000000,2026-03-19 19:30:01.722852,Horas,Sim,40.0,50,0,0,10,50,40.0,20.0,Escritorios Associados,Contabil,29010-000,VITORIA,ES
429667,da Costa - ME,DA COSTA - ME LTDA,Inativo,2023-05-23 12:07:30.000000,2026-03-19 19:30:01.722869,Eqpto/Colab,Rescindido,80.0,5,20,50,20,10,10.0,10.0,Tecnologia,Servicos,20010-000,RIO DE JANEIRO,RJ
445771,Azevedo,AZEVEDO LTDA,Inativo,2026-01-19 10:52:12.000000,2026-03-19 19:30:01.722886,Horas,Sim,80.0,20,0,0,0,0,0.0,10.0,Tecnologia,Servicos,18010-000,SOROCABA,SP
845103,Fonseca Ltda.,FONSECA LTDA. LTDA,Inativo,2023-08-15 11:23:46.000000,2026-03-19 19:30:01.722903,Eqpto/Colab,Não,10.0,10,5,5,5,5,40.0,0.0,Vendas Diretas,Varejo,44001-000,FEIRA DE SANTANA,BA
701176,Souza da Costa - EI,SOUZA DA COSTA - EI LTDA,Inativo,2025-07-25 08:54:22.000000,2026-03-19 19:30:01.722920,Chamado,Rescindido,40.0,5,5,50,50,10,10.0,80.0,Vendas Diretas,Varejo,70040-000,BRASILIA,DF
731564,Correia Cassiano - EI,CORREIA CASSIANO - EI LTDA,Inativo,2023-10-28 22:19:38.000000,2026-03-19 19:30:01.722939,Eqpto/Colab,Sim,0.0,10,0,5,50,5,10.0,20.0,Manufatura Sul,Industria,80010-000,CURITIBA,PR
375024,Dias - EI,DIAS - EI LTDA,Inativo,2023-11-08 21:01:40.000000,2026-03-19 19:30:01.722956,Chamado,Rescindido,40.0,50,50,5,10,50,0.0,0.0,Tecnologia,Servicos,58400-000,CAMPINA GRANDE,PB
758151,Guerra Barros S/A,GUERRA BARROS S/A LTDA,Ativo,2024-06-02 19:02:46.000000,2026-03-19 19:30:01.722973,Chamado,Rescindido,80.0,0,0,20,20,20,10.0,0.0,Escritorios Associados,Contabil,01001-000,SAO PAULO,SP
833412,Macedo S/A,MACEDO S/A LTDA,Ativo,2025-03-11 15:57:07.000000,2026-03-19 19:30:01.722991,Chamado,Não,0.0,50,0,0,20,10,80.0,10.0,Manufatura Sul,Industria,69301-000,BOA VISTA,RR
633615,Pereira,PEREIRA LTDA,Inativo,2024-05-09 03:44:43.000000,2026-03-19 19:30:01.723008,Chamado,Rescindido,10.0,0,20,10,5,10,10.0,40.0,Vendas Diretas,Varejo,78005-000,CUIABA,MT
323842,Caldeira,CALDEIRA LTDA,Inativo,2024-08-02 00:50:42.000000,2026-03-19 19:30:01.723027,Horas,Sim,80.0,50,10,0,50,50,10.0,40.0,Tecnologia,Servicos,95010-000,CAXIAS DO SUL,RS
473740,Casa Grande e Filhos,CASA GRANDE E FILHOS LTDA,Ativo,2024-03-14 02:45:19.000000,2026-03-19 19:30:01.723044,Horas,Sim,80.0,5,50,10,0,0,40.0,0.0,Vendas Diretas,Varejo,30110-000,BELO HORIZONTE,MG
233311,Cassiano Almeida - ME,CASSIANO ALMEIDA - ME LTDA,Ativo,2024-12-07 20:26:45.000000,2026-03-19 19:30:01.723062,Eqpto/Colab,Sim,0.0,20,0,20,50,5,40.0,20.0,Escritorios Associados,Contabil,76801-000,PORTO VELHO,RO
380736,Oliveira,OLIVEIRA LTDA,Inativo,2024-01-27 16:50:51.000000,2026-03-19 19:30:01.723079,Horas,Rescindido,0.0,0,20,5,10,50,20.0,40.0,Vendas Diretas,Varejo,69301-000,BOA VISTA,RR
510908,Vasconcelos,VASCONCELOS LTDA,Ativo,2025-05-11 14:05:10.000000,2026-03-19 19:30:01.723097,Chamado,Sim,80.0,10,50,0,50,5,0.0,80.0,Escritorios Associados,Contabil,74003-010,GOIANIA,GO
356028,Carvalho Ltda.,CARVALHO LTDA. LTDA,Ativo,2025-12-20 03:54:19.000000,2026-03-19 19:30:01.723114,Eqpto/Colab,Rescindido,10.0,5,5,50,10,50,20.0,0.0,Escritorios Associados,Contabil,56302-000,PETROLINA,PE
646039,Mendonca - ME,MENDONCA - ME LTDA,Ativo,2025-04-29 22:24:22.000000,2026-03-19 19:30:01.723132,Chamado,Sim,20.0,50,10,50,0,0,10.0,10.0,Escritorios Associados,Contabil,88010-000,FLORIANOPOLIS,SC
701085,Casa Grande,CASA GRANDE LTDA,Ativo,2024-10-18 11:02:30.000000,2026-03-19 19:30:01.723149,Eqpto/Colab,Sim,10.0,0,20,20,5,20,40.0,80.0,Vendas Diretas,Varejo,50010-000,RECIFE,PE
132679,Porto,PORTO LTDA,Inativo,2026-01-08 23:42:08.000000,2026-03-19 19:30:01.723168,Eqpto/Colab,Rescindido,10.0,20,10,5,0,5,40.0,10.0,Tecnologia,Servicos,56302-000,PETROLINA,PE
565539,Cunha Aparecida S/A,CUNHA APARECIDA S/A LTDA,Inativo,2024-02-02 22:36:13.000000,2026-03-19 19:30:01.723190,Chamado,Sim,40.0,0,20,0,20,10,10.0,40.0,Escritorios Associados,Contabil,39400-000,MONTES CLAROS,MG
199832,Brito,BRITO LTDA,Inativo,2025-11-26 05:31:35.000000,2026-03-19 19:30:01.723209,Eqpto/Colab,Rescindido,20.0,5,0,20,50,20,20.0,10.0,Escritorios Associados,Contabil,60010-000,FORTALEZA,CE
816730,Nogueira S.A.,NOGUEIRA S.A. LTDA,Ativo,2025-02-03 19:23:49.000000,2026-03-19 19:30:01.723227,Chamado,Sim,40.0,20,50,20,50,10,10.0,20.0,Tecnologia,Servicos,79002-000,CAMPO GRANDE,MS
238100,Souza,SOUZA LTDA,Inativo,2025-11-01 11:52:33.000000,2026-03-19 19:30:01.723245,Chamado,Rescindido,80.0,50,20,10,20,0,40.0,20.0,Tecnologia,Servicos,90010-000,PORTO ALEGRE,RS
310601,Sa,SA LTDA,Ativo,2024-09-20 02:15:29.000000,2026-03-19 19:30:01.723262,Chamado,Não,10.0,0,20,10,20,10,10.0,20.0,Vendas Diretas,Varejo,78005-000,CUIABA,MT
874767,Jesus,JESUS LTDA,Ativo,2025-11-03 23:46:54.000000,2026-03-19 19:30:01.723279,Chamado,Não,10.0,10,5,5,0,5,0.0,80.0,Manufatura Sul,Industria,79002-000,CAMPO GRANDE,MS
657309,Silva,SILVA LTDA,Inativo,2023-12-23 16:41:58.000000,2026-03-19 19:30:01.723296,Horas,Rescindido,80.0,20,50,10,20,50,0.0,40.0,Tecnologia,Servicos,56302-000,PETROLINA,PE
437084,Freitas,FREITAS LTDA,Ativo,2024-02-10 21:00:34.000000,2026-03-19 19:30:01.723313,Eqpto/Colab,Sim,40.0,20,5,0,20,50,80.0,40.0,Escritorios Associados,Contabil,63010-000,JUAZEIRO DO NORTE,CE
269341,Freitas,FREITAS LTDA,Ativo,2025-07-23 16:23:29.000000,2026-03-19 19:30:01.723330,Eqpto/Colab,Sim,10.0,10,50,0,50,50,80.0,10.0,Vendas Diretas,Varejo,50010-000,RECIFE,PE
203277,Moura,MOURA LTDA,Ativo,2024-03-10 09:00:56.000000,2026-03-19 19:30:01.723347,Chamado,Sim,10.0,20,20,0,5,20,20.0,80.0,Vendas Diretas,Varejo,57010-000,MACEIO,AL
631487,Fonseca Dias e Filhos,FONSECA DIAS E FILHOS LTDA,Inativo,2025-12-21 19:07:15.000000,2026-03-19 19:30:01.723366,Horas,Rescindido,10.0,5,50,5,0,50,80.0,0.0,Tecnologia,Servicos,77001-000,PALMAS,TO
416110,Martins S/A,MARTINS S/A LTDA,Ativo,2024-06-19 07:32:45.000000,2026-03-19 19:30:01.723386,Horas,Rescindido,10.0,0,20,10,50,0,0.0,80.0,Tecnologia,Servicos,60010-000,FORTALEZA,CE
548131,Carvalho Rodrigues S/A,CARVALHO RODRIGUES S/A LTDA,Ativo,2024-11-23 22:37:22.000000,2026-03-19 19:30:01.723404,Chamado,Não,80.0,5,50,5,20,0,10.0,40.0,Vendas Diretas,Varejo,66010-000,BELEM,PA
474210,Costa,COSTA LTDA,Inativo,2023-03-25 06:24:19.000000,2026-03-19 19:30:01.723421,Horas,Não,40.0,0,50,50,50,50,40.0,20.0,Escritorios Associados,Contabil,80010-000,CURITIBA,PR
252445,Sousa,SOUSA LTDA,Ativo,2025-07-01 06:29:01.000000,2026-03-19 19:30:01.723439,Chamado,Sim,40.0,10,10,50,5,50,20.0,0.0,Tecnologia,Servicos,63010-000,JUAZEIRO DO NORTE,CE
720909,Pereira,PEREIRA LTDA,Inativo,2023-10-12 14:23:48.000000,2026-03-19 19:30:01.723456,Horas,Sim,40.0,10,0,50,0,50,80.0,0.0,Escritorios Associados,Contabil,59010-000,NATAL,RN
431194,Silveira,SILVEIRA LTDA,Inativo,2023-09-03 23:33:29.000000,2026-03-19 19:30:01.723474,Eqpto/Colab,Rescindido,20.0,10,20,5,5,10,0.0,10.0,Vendas Diretas,Varejo,69900-000,RIO BRANCO,AC
390456,Albuquerque Lopes - ME,ALBUQUERQUE LOPES - ME LTDA,Ativo,2025-04-13 09:56:32.000000,2026-03-19 19:30:01.723491,Eqpto/Colab,Não,40.0,20,50,50,5,50,20.0,80.0,Tecnologia,Servicos,76801-000,PORTO VELHO,RO
641370,Viana,VIANA LTDA,Inativo,2023-09-08 05:38:40.000000,2026-03-19 19:30:01.723508,Eqpto/Colab,Não,40.0,50,50,10,20,20,80.0,20.0,Manufatura Sul,Industria,69005-000,MANAUS,AM
448660,Leao,LEAO LTDA,Inativo,2023-11-15 19:45:23.000000,2026-03-19 19:30:01.723525,Chamado,Sim,0.0,20,0,20,10,10,80.0,20.0,Escritorios Associados,Contabil,36010-000,JUIZ DE FORA,MG
447378,Cavalcanti,CAVALCANTI LTDA,Inativo,2024-04-29 19:06:44.000000,2026-03-19 19:30:01.723543,Eqpto/Colab,Sim,80.0,0,5,5,10,0,40.0,0.0,Vendas Diretas,Varejo,24020-000,NITEROI,RJ
566354,Cirino,CIRINO LTDA,Ativo,2025-05-15 23:11:26.000000,2026-03-19 19:30:01.723562,Eqpto/Colab,Sim,20.0,5,50,20,20,50,10.0,0.0,Vendas Diretas,Varejo,88010-000,FLORIANOPOLIS,SC
848251,Macedo Goncalves - EI,MACEDO GONCALVES - EI LTDA,Inativo,2024-02-24 11:17:56.000000,2026-03-19 19:30:01.723580,Horas,Sim,0.0,10,0,10,50,50,40.0,80.0,Escritorios Associados,Contabil,40010-000,SALVADOR,BA
174742,Moura Ltda.,MOURA LTDA. LTDA,Inativo,2024-11-21 18:57:57.000000,2026-03-19 19:30:01.723597,Chamado,Sim,10.0,20,20,20,10,10,40.0,10.0,Manufatura Sul,Industria,87013-000,MARINGA,PR
300556,Pinto,PINTO LTDA,Ativo,2023-10-23 11:31:24.000000,2026-03-19 19:30:01.723614,Horas,Sim,40.0,20,20,20,10,10,0.0,10.0,Tecnologia,Servicos,64000-000,TERESINA,PI
874517,da Cunha - ME,DA CUNHA - ME LTDA,Inativo,2023-04-26 21:15:05.000000,2026-03-19 19:30:01.723633,Horas,Não,10.0,50,10,5,10,50,80.0,80.0,Manufatura Sul,Industria,89010-000,BLUMENAU,SC
393681,Sousa Marques Ltda.,SOUSA MARQUES LTDA. LTDA,Inativo,2023-05-06 03:22:18.000000,2026-03-19 19:30:01.723651,Chamado,Não,20.0,10,0,0,10,50,80.0,0.0,Tecnologia,Servicos,89201-000,JOINVILLE,SC
163063,Alves e Filhos,ALVES E FILHOS LTDA,Ativo,2025-09-15 12:17:56.000000,2026-03-19 19:30:01.723668,Horas,Não,40.0,5,0,0,5,50,10.0,20.0,Vendas Diretas,Varejo,01001-000,SAO PAULO,SP
426050,Costa Azevedo S/A,COSTA AZEVEDO S/A LTDA,Ativo,2024-05-24 17:17:29.000000,2026-03-19 19:30:01.723685,Chamado,Rescindido,40.0,20,50,0,5,0,80.0,20.0,Tecnologia,Servicos,49010-000,ARACAJU,SE
456218,Freitas Silveira e Filhos,FREITAS SILVEIRA E FILHOS LTDA,Inativo,2025-12-28 13:24:35.000000,2026-03-19 19:30:01.723703,Horas,Sim,40.0,5,20,20,0,50,40.0,0.0,Escritorios Associados,Contabil,90010-000,PORTO ALEGRE,RS
159790,Pereira Siqueira S.A.,PEREIRA SIQUEIRA S.A. LTDA,Inativo,2024-09-29 13:03:48.000000,2026-03-19 19:30:01.723721,Eqpto/Colab,Não,20.0,5,5,5,10,5,0.0,80.0,Vendas Diretas,Varejo,50010-000,RECIFE,PE
854973,Novaes S/A,NOVAES S/A LTDA,Inativo,2024-09-09 03:48:42.000000,2026-03-19 19:30:01.723740,Chamado,Sim,10.0,50,10,20,10,10,10.0,20.0,Vendas Diretas,Varejo,13010-000,CAMPINAS,SP
461635,das Neves Araujo S/A,DAS NEVES ARAUJO S/A LTDA,Ativo,2026-01-19 23:12:57.000000,2026-03-19 19:30:01.723757,Horas,Rescindido,20.0,10,0,20,0,10,40.0,40.0,Tecnologia,Servicos,55002-000,CARUARU,PE
833635,Azevedo,AZEVEDO LTDA,Inativo,2025-08-23 05:10:02.000000,2026-03-19 19:30:01.723775,Eqpto/Colab,Rescindido,40.0,50,5,50,5,0,0.0,0.0,Tecnologia,Servicos,96010-000,PELOTAS,RS
